id,edad
294633,31.0
982557,29.0
257159,33.0
1894504,21.0
796366,29.0
279551,30.0
2115546,25.0
1019462,30.0
2184411,34.0
878707,35.0
841912,35.0
332171,32.0
1470291,22.0
2052700,18.0
2114733,25.0
1382133,
1089798,
1126417,25.0
1876970,21.0
1046283,26.0
1867567,21.0
1940082,28.0
1215849,23.0
1216166,
2074244,26.0
1002743,26.0
1631368,31.0
933232,33.0
1515854,24.0
